customer_id,region,acquisition_channel,plan_tier,tenure_months,num_orders_12m,days_since_last_order,avg_order_value,email_engagement_rate,app_logins_30d,support_tickets_12m,discount_rate,satisfaction_score,annual_margin,churned
KL101744,AT,Social,Basic,49,7,104,29.87,0.534,5,0,0.555,5.0,79.45,0
KL101745,AT,Social,Plus,5,1,183,41.14,0.51,1,1,0.368,3.5,15.63,0
KL101746,AT,Social,Premium,5,6,212,67.28,0.443,2,0,0.31,3.9,153.4,0
KL101747,DE,Referral,Plus,30,4,116,41.83,0.562,2,0,0.428,4.4,63.58,0
KL101748,DE,Social,Plus,22,7,168,57.7,,2,1,0.341,3.8,153.48,0
KL101749,DE,Organic,Basic,9,3,213,23.88,,1,0,0.341,4.2,27.22,0
KL101750,AT,Referral,Basic,40,7,164,38.2,0.384,1,1,0.273,4.3,101.61,0
KL101751,DE,Referral,Basic,32,7,112,22.08,0.413,4,1,0.313,4.7,58.73,0
KL101752,CH,Organic,Premium,6,9,153,62.65,0.49,2,1,0.161,3.2,214.26,0
KL101753,CH,Organic,Basic,33,5,142,20.23,0.219,1,0,0.386,4.4,38.44,0
KL101754,DE,Paid Search,Basic,19,1,217,34.82,0.743,3,1,0.247,4.4,13.23,1
KL101755,DE,Paid Search,Plus,11,3,165,51.7,0.193,0,1,0.221,3.6,58.94,0
KL101756,DE,Social,Basic,30,7,176,26.61,0.215,2,0,0.1,4.4,70.78,0
KL101757,Other,Paid Search,Premium,1,7,162,69.36,0.103,1,0,0.467,4.2,184.5,0
KL101758,CH,Organic,Basic,5,2,160,29.02,0.575,2,1,0.262,3.4,22.06,0
KL101759,Other,Organic,Basic,15,5,199,32.75,0.273,2,2,0.56,2.2,62.22,0
KL101760,DE,Referral,Plus,16,4,183,51.46,0.685,3,1,0.294,4.0,78.22,0
KL101761,DE,Organic,Plus,16,5,191,32.86,0.704,3,1,0.256,3.8,62.43,0
KL101762,DE,Social,Premium,9,5,187,56.55,0.439,1,2,0.404,3.5,107.44,1
KL101763,DE,Organic,Basic,14,2,239,23.59,0.364,1,0,0.147,3.7,17.93,1
KL101764,DE,Paid Search,Basic,41,7,184,24.48,0.449,3,1,0.313,4.5,65.12,0
KL101765,DE,Paid Search,Basic,6,2,218,29.68,0.527,3,2,0.239,3.4,22.56,1
KL101766,Other,Organic,Basic,9,2,137,28.09,0.421,3,0,0.186,4.0,21.35,0
KL101767,DE,Social,Plus,10,2,189,40.4,0.268,1,1,0.366,,30.7,1
KL101768,DE,Social,Basic,19,4,96,27.41,0.62,0,1,0.323,4.4,41.66,0
KL101769,CH,Organic,Plus,9,8,103,43.78,0.357,0,2,0.218,3.8,133.09,0
KL101770,DE,Paid Search,Premium,3,7,201,58.87,0.404,2,1,0.233,4.5,156.59,0
KL101771,CH,Social,Basic,4,4,168,11.07,0.675,6,0,0.541,4.5,16.83,0
KL101772,AT,Social,Plus,8,3,232,34.75,0.79,2,3,0.511,4.4,39.62,0
KL101773,CH,Paid Search,Basic,10,2,172,36.87,0.357,2,0,0.602,4.9,28.02,0
KL101774,AT,Social,Plus,72,7,155,21.28,0.413,3,1,0.179,4.1,56.6,0
KL101775,DE,Organic,Basic,72,9,149,37.07,0.467,2,0,0.209,4.0,126.78,0
KL101776,AT,Organic,Plus,48,4,238,37.46,0.627,5,0,0.451,3.7,56.94,0
KL101777,DE,Social,Basic,43,2,235,34.81,0.231,2,0,0.544,4.5,26.46,1
KL101778,DE,Social,Basic,14,2,182,19.83,0.388,0,1,0.654,3.8,15.07,1
KL101779,DE,Social,Basic,6,0,199,8.0,0.679,6,0,0.469,4.8,3.04,1
KL101780,DE,Organic,Basic,28,6,174,21.13,0.523,1,0,0.49,4.0,48.18,0
KL101781,CH,Paid Search,Premium,56,5,259,63.94,,3,2,0.504,3.8,121.49,0
KL101782,DE,Social,Basic,17,4,187,31.1,0.297,0,0,0.593,4.4,47.27,1
KL101783,DE,Organic,Premium,17,11,100,53.69,0.342,2,0,0.444,4.4,224.42,0
KL101784,DE,Paid Search,Basic,8,3,165,31.02,0.29,1,1,0.139,4.1,35.36,0
KL101785,CH,Paid Search,Basic,11,6,162,28.22,0.207,1,1,0.491,4.5,64.34,0
KL101786,DE,Organic,Basic,21,4,196,23.06,0.284,3,1,0.488,4.1,35.05,1
KL101787,AT,Paid Search,Basic,4,1,177,28.93,0.3,0,0,0.215,4.2,10.99,0
KL101788,CH,Organic,Plus,45,2,234,42.72,0.721,5,1,0.658,3.4,32.47,0
KL101789,DE,Referral,Basic,4,6,146,32.21,0.222,0,1,0.025,4.4,73.44,0
KL101790,CH,Organic,Premium,34,6,214,66.61,0.574,3,0,0.019,4.1,151.87,0
KL101791,DE,Organic,Basic,4,5,186,28.84,0.553,4,0,0.299,4.3,54.8,0
KL101792,DE,Organic,Basic,10,2,189,43.82,0.508,0,3,0.376,3.1,33.3,1
KL101793,AT,Organic,Basic,46,5,78,12.44,0.374,2,1,0.114,3.5,23.64,0
KL101794,CH,Organic,Plus,59,8,140,31.58,0.367,2,0,0.272,3.9,96.0,0
KL101795,DE,Paid Search,Plus,49,5,177,50.72,0.254,0,1,0.128,4.0,96.37,0
KL101796,DE,Organic,Premium,7,8,155,53.27,0.186,1,1,0.237,3.8,161.94,0
KL101797,DE,Organic,Basic,14,2,222,35.17,0.331,2,0,0.425,3.9,26.73,1
KL101798,DE,Organic,Basic,34,4,172,30.56,0.099,0,0,0.051,4.7,46.45,0
KL101799,AT,Paid Search,Plus,72,10,158,31.54,0.454,3,1,0.27,4.5,119.85,0
KL101800,DE,Organic,Plus,3,4,154,49.92,0.473,2,0,0.242,4.6,75.88,0
KL101801,AT,Paid Search,Plus,1,0,253,51.51,0.059,0,1,0.301,4.1,19.57,1
KL101802,DE,Social,Basic,18,2,237,28.25,0.689,3,1,0.649,2.8,21.47,1
KL101803,AT,Social,Plus,2,7,173,41.21,0.536,3,0,0.508,4.1,109.62,0
KL101804,AT,Organic,Basic,27,7,189,38.38,0.414,0,0,0.278,4.8,102.09,0
KL101805,AT,Social,Premium,36,12,111,51.41,0.595,2,0,0.269,4.3,234.43,0
KL101806,DE,Social,Basic,14,4,180,33.56,0.605,6,0,0.282,4.5,51.01,0
KL101807,DE,Organic,Plus,11,4,178,30.47,,3,1,0.613,4.5,46.31,0
KL101808,DE,Paid Search,Basic,59,5,224,32.64,0.361,1,2,0.675,4.2,62.02,1
KL101809,DE,Social,Plus,34,7,169,40.97,0.595,6,0,0.447,4.7,108.98,0
KL101810,DE,Organic,Premium,11,7,135,64.73,0.071,0,0,0.091,5.0,172.18,0
KL101811,DE,Paid Search,Premium,28,6,168,78.17,0.293,3,1,0.287,3.7,178.23,0
KL101812,AT,Paid Search,Basic,40,4,169,15.47,0.524,1,0,0.325,4.4,23.51,0
KL101813,DE,Organic,Basic,13,6,176,33.75,0.457,2,1,0.363,3.9,76.95,0
KL101814,CH,Referral,Plus,20,5,172,41.43,0.396,0,0,0.445,3.7,78.72,0
KL101815,DE,Organic,Plus,39,3,147,42.8,0.544,2,0,0.174,4.2,48.79,0
KL101816,CH,Organic,Plus,28,9,109,48.87,0.711,1,0,0.297,4.4,167.14,0
KL101817,DE,Organic,Basic,8,4,173,34.46,0.396,2,1,0.545,4.2,52.38,0
KL101818,DE,Paid Search,Basic,8,1,258,32.98,0.533,0,0,0.182,4.8,12.53,1
KL101819,DE,Referral,Basic,27,4,122,21.04,0.213,2,0,0.349,3.8,31.98,0
KL101820,Other,Social,Plus,15,6,184,46.94,0.635,1,0,0.213,5.0,107.02,0
KL101821,DE,Referral,Basic,33,5,235,34.09,0.603,2,3,0.378,2.7,64.77,0
KL101822,DE,Paid Search,Basic,25,4,222,32.03,0.759,2,0,0.369,4.4,48.69,0
KL101823,DE,Paid Search,Plus,30,5,179,47.06,0.579,6,1,0.202,3.8,89.41,0
KL101824,AT,Paid Search,Plus,20,6,164,42.77,0.481,2,0,0.434,3.7,97.52,0
KL101825,DE,Organic,Premium,40,7,186,55.71,,3,1,0.521,4.4,148.19,0
KL101826,DE,Referral,Basic,17,3,249,24.76,,1,2,0.629,3.8,28.23,1
KL101827,DE,Paid Search,Basic,2,3,221,24.27,0.362,4,0,0.421,4.9,27.67,1
KL101828,Other,Paid Search,Plus,10,6,178,42.23,0.668,2,0,0.406,3.5,96.28,0
KL101829,DE,Paid Search,Basic,47,1,254,24.82,0.658,1,1,0.42,3.3,9.43,0
KL101830,DE,Social,Plus,5,3,202,56.45,0.357,2,1,0.081,3.9,64.35,1
KL101831,Other,Organic,Basic,33,10,143,31.64,0.673,1,2,0.22,4.3,120.23,0
KL101832,DE,Social,Plus,12,6,194,41.54,0.657,2,2,0.528,3.8,94.71,0
KL101833,DE,Social,Basic,6,2,182,30.27,0.223,2,0,0.619,4.1,23.01,0
KL101834,DE,Social,Plus,4,6,277,45.4,0.047,0,0,0.356,4.5,103.51,1
KL101835,DE,Organic,Plus,38,7,170,59.37,0.231,0,1,0.687,4.5,157.92,0
KL101836,DE,Organic,Basic,37,5,174,31.62,0.255,0,0,0.189,4.5,60.08,0
KL101837,DE,Paid Search,Basic,16,2,234,24.79,0.2,0,2,0.085,3.6,18.84,1
KL101838,CH,Social,Basic,18,6,210,19.82,0.499,1,0,0.445,4.2,45.19,0
KL101839,AT,Referral,Plus,22,5,156,43.84,0.517,1,0,0.336,4.2,83.3,0
KL101840,DE,Paid Search,Basic,33,5,120,44.42,0.384,0,1,0.298,3.9,84.4,0
KL101841,DE,Organic,Basic,12,2,192,26.76,0.41,1,1,0.293,4.5,20.34,1
KL101842,DE,Organic,Plus,23,3,206,34.54,0.8,1,1,0.78,3.3,39.38,0
KL101843,Other,Paid Search,Plus,4,3,170,49.95,0.336,2,1,0.455,4.2,56.94,0
KL101844,DE,Organic,Plus,16,6,171,42.97,0.757,3,2,0.404,3.9,97.97,0
KL101845,AT,Paid Search,Basic,8,6,168,14.96,0.463,2,2,0.08,3.6,34.11,0
KL101846,DE,Social,Premium,6,7,107,66.68,0.36,1,3,0.32,3.8,177.37,0
KL101847,AT,Paid Search,Basic,28,6,195,37.13,0.585,1,1,0.086,4.1,84.66,0
KL101848,DE,Paid Search,Basic,7,3,227,11.2,0.419,1,0,0.284,4.6,12.77,1
KL101849,AT,Organic,Plus,14,5,187,47.75,0.052,0,0,0.094,4.3,90.72,0
KL101850,DE,Organic,Basic,29,4,202,17.99,0.241,0,2,0.162,4.6,27.34,1
KL101851,CH,Social,Plus,10,4,165,40.37,0.11,1,1,0.36,3.4,61.36,0
KL101852,DE,Paid Search,Basic,6,2,200,24.21,0.293,2,1,0.36,3.4,18.4,1
KL101853,AT,Organic,Basic,3,2,228,36.89,0.156,2,1,0.262,3.2,28.04,1
KL101854,CH,Organic,Plus,37,1,164,49.99,0.207,0,3,0.413,4.2,19.0,0
KL101855,Other,Organic,Basic,28,3,160,17.17,,2,0,0.262,4.9,19.57,0
KL101856,DE,Social,Plus,17,4,138,26.08,0.673,4,1,0.23,4.6,39.64,0
KL101857,DE,Paid Search,Plus,3,3,255,29.89,0.55,0,1,0.325,3.0,34.07,1
KL101858,DE,Paid Search,Basic,5,1,202,31.4,0.31,0,3,0.243,4.0,11.93,1
KL101859,DE,Paid Search,Plus,3,2,254,23.74,0.736,1,3,0.412,3.4,18.04,1
KL101860,DE,Organic,Premium,2,3,193,59.85,0.047,0,1,0.557,3.8,68.23,1
KL101861,Other,Paid Search,Plus,34,5,243,49.44,0.533,3,1,0.178,4.2,93.94,0
KL101862,Other,Organic,Basic,5,4,231,32.79,0.821,3,0,0.231,4.7,49.84,0
KL101863,DE,Referral,Plus,3,7,140,28.43,0.258,0,0,0.332,3.1,75.62,0
KL101864,AT,Organic,Premium,36,4,192,66.59,0.21,0,0,0.624,4.6,101.22,1
KL101865,CH,Paid Search,Plus,7,3,161,34.34,0.248,1,0,0.4,4.8,39.15,0
KL101866,Other,Organic,Basic,48,6,195,22.83,0.241,1,4,0.38,2.5,52.05,1
KL101867,DE,Social,Basic,25,0,258,23.42,0.568,3,0,0.123,5.0,8.9,1
KL101868,DE,Organic,Plus,8,7,230,38.36,0.674,4,0,0.282,4.3,102.04,0
KL101869,CH,Referral,Plus,2,8,204,41.31,0.453,0,0,0.316,3.8,125.58,0
KL101870,DE,Organic,Premium,5,11,147,59.1,0.255,1,1,0.366,4.6,247.04,0
KL101871,DE,Social,Premium,9,4,200,59.42,0.722,2,0,0.028,5.0,90.32,0
KL101872,Other,Social,Basic,6,0,211,35.14,0.747,5,1,0.264,3.9,13.35,0
KL101873,Other,Organic,Plus,3,2,268,42.04,0.486,0,0,0.412,4.5,31.95,1
KL101874,CH,Organic,Basic,7,4,158,19.28,0.181,1,1,0.308,5.0,29.31,0
KL101875,CH,Paid Search,Basic,7,5,144,28.81,0.321,0,1,0.378,3.8,54.74,0
KL101876,DE,Social,Basic,7,6,134,16.11,0.317,0,1,0.353,3.4,36.73,1
KL101877,DE,Social,Premium,19,2,242,65.91,0.411,0,0,0.758,3.8,50.09,1
KL101878,DE,Organic,Basic,51,1,246,32.48,0.45,3,0,0.433,3.1,12.34,0
KL101879,DE,Paid Search,Basic,11,1,228,34.45,0.376,1,0,0.168,3.5,13.09,1
KL101880,DE,Organic,Basic,3,3,207,31.38,0.166,1,0,0.291,4.6,35.77,1
KL101881,AT,Organic,Basic,30,0,179,19.34,0.603,2,0,0.323,5.0,7.35,0
KL101882,DE,Social,Plus,18,7,173,37.47,,0,0,0.312,5.0,99.67,0
KL101883,AT,Paid Search,Basic,4,1,255,37.12,0.292,0,0,0.499,4.5,14.11,1
KL101884,DE,Organic,Basic,20,5,142,25.48,0.478,1,2,0.114,3.9,48.41,1
KL101885,DE,Social,Basic,23,5,137,27.31,0.754,1,0,0.283,5.0,51.89,0
KL101886,DE,Social,Plus,4,0,231,47.42,0.789,2,2,0.257,2.8,18.02,1
KL101887,DE,Social,Plus,8,5,207,54.06,0.324,0,0,0.167,4.3,102.71,0
KL101888,CH,Organic,Plus,13,4,217,41.39,0.334,1,1,0.275,3.6,62.91,1
KL101889,DE,Referral,Basic,9,1,254,24.88,0.654,1,0,0.128,4.3,9.45,1
KL101890,DE,Paid Search,Basic,3,0,226,43.16,0.595,2,0,0.69,3.3,16.4,1
KL101891,AT,Paid Search,Basic,39,1,154,43.73,0.087,0,1,0.511,4.5,16.62,1
KL101892,DE,Organic,Premium,4,3,214,65.3,0.434,2,2,0.262,4.0,74.44,0
KL101893,DE,Referral,Basic,3,4,230,28.15,0.481,4,3,0.298,4.1,42.79,0
KL101894,DE,Paid Search,Basic,16,6,150,35.26,0.153,0,0,0.347,4.3,80.39,0
KL101895,DE,Social,Premium,64,3,191,68.5,0.44,2,0,0.597,4.7,78.09,0
KL101896,AT,Social,Premium,26,14,32,65.23,0.504,3,0,0.382,4.9,347.02,0
KL101897,DE,Social,Basic,12,2,194,33.9,0.36,0,0,0.203,3.5,25.76,0
KL101898,DE,Social,Plus,11,7,220,36.82,0.426,4,0,0.437,4.4,97.94,0
KL101899,DE,Referral,Basic,19,10,124,36.91,0.47,4,0,0.807,4.6,140.26,0
KL101900,DE,Organic,Basic,37,7,127,33.31,0.252,2,0,0.251,3.6,88.6,0
KL101901,DE,Organic,Basic,59,6,241,31.63,0.734,4,2,0.31,3.9,72.12,0
KL101902,CH,Social,Premium,3,8,178,64.14,0.297,0,0,0.555,4.4,194.99,0
KL101903,DE,Paid Search,Basic,4,1,229,23.03,0.662,5,0,0.23,4.8,8.75,0
KL101904,DE,Paid Search,Plus,12,5,185,27.88,,0,1,0.337,4.6,52.97,0
KL101905,DE,Social,Basic,16,1,188,13.9,0.407,0,2,0.398,3.5,5.28,1
KL101906,DE,Paid Search,Plus,27,4,179,28.62,0.494,5,2,0.152,3.6,43.5,0
KL101907,DE,Social,Plus,13,1,270,51.78,0.426,1,2,0.036,3.2,19.68,1
KL101908,CH,Organic,Plus,20,5,156,36.74,0.225,1,1,0.338,4.2,69.81,1
KL101909,CH,Social,Premium,38,8,204,55.32,0.393,3,2,0.167,3.2,168.17,0
KL101910,DE,Organic,Plus,34,3,208,41.28,0.549,1,0,0.097,4.3,47.06,0
KL101911,DE,Paid Search,Plus,28,3,208,34.4,0.576,4,0,0.16,5.0,39.22,0
KL101912,CH,Referral,Basic,3,6,114,24.86,0.179,0,0,0.675,4.2,56.68,0
KL101913,DE,Organic,Premium,37,7,179,69.44,0.454,0,1,0.149,4.0,184.71,0
KL101914,DE,Organic,Basic,12,5,178,25.37,0.448,1,0,0.045,4.3,48.2,0
KL101915,DE,Organic,Basic,3,1,156,25.37,0.316,0,2,0.565,3.5,9.64,1
KL101916,AT,Paid Search,Plus,4,6,173,41.84,0.434,4,0,0.35,4.0,95.4,0
KL101917,AT,Paid Search,Basic,8,5,165,16.81,0.249,2,0,0.258,3.0,31.94,0
KL101918,DE,Organic,Plus,9,4,197,44.31,0.119,1,1,0.113,3.6,67.35,1
KL101919,Other,Referral,Basic,18,8,126,39.41,0.676,5,0,0.306,3.3,119.81,0
KL101920,DE,Organic,Basic,72,4,152,25.07,0.825,4,1,0.341,4.6,38.11,0
KL101921,DE,Paid Search,Premium,6,5,183,65.79,0.453,2,0,0.202,3.7,125.0,0
KL101922,DE,Paid Search,Premium,25,3,182,58.31,0.765,4,0,0.135,3.9,66.47,0
KL101923,DE,Organic,Basic,27,8,144,22.23,0.232,1,0,0.064,,67.58,0
KL101924,DE,Organic,Premium,43,13,73,72.87,0.404,1,0,0.834,5.0,359.98,0
KL101925,DE,Referral,Basic,10,4,186,29.29,0.417,2,2,0.114,3.7,44.52,0
KL101926,DE,Social,Basic,19,3,218,33.3,0.239,2,0,0.093,4.4,37.96,0
KL101927,AT,Organic,Premium,6,6,182,67.14,0.334,0,1,0.218,2.9,153.08,0
KL101928,DE,Social,Plus,8,4,175,40.75,0.56,4,0,0.405,5.0,61.94,0
KL101929,DE,Paid Search,Plus,6,6,115,51.7,0.313,4,0,0.251,4.9,117.88,0
KL101930,AT,Organic,Basic,25,2,174,13.72,0.305,1,0,0.209,4.4,10.43,0
KL101931,DE,Social,Basic,43,1,186,21.53,0.742,2,1,0.104,4.6,8.18,0
KL101932,CH,Paid Search,Basic,16,4,217,24.96,0.249,0,0,0.259,3.3,37.94,0
KL101933,CH,Organic,Premium,4,12,152,65.36,0.53,4,0,0.246,5.0,298.04,0
KL101934,AT,Social,Basic,29,8,167,25.62,0.67,4,0,0.249,3.6,77.88,0
KL101935,DE,Organic,Basic,28,2,192,29.67,0.128,0,0,0.261,4.2,22.55,0
KL101936,DE,Organic,Basic,3,2,250,38.95,0.447,2,0,0.533,5.0,29.6,0
KL101937,DE,Organic,Plus,51,2,226,32.79,0.466,4,0,0.159,5.0,24.92,0
KL101938,DE,Social,Basic,12,4,115,40.19,0.634,2,0,0.352,4.5,61.09,0
KL101939,DE,Social,Plus,2,4,243,40.26,0.745,6,1,0.379,5.0,61.2,0
KL101940,DE,Referral,Plus,28,6,166,43.55,0.438,2,1,0.561,4.5,99.29,0
KL101941,DE,Organic,Basic,5,2,237,28.19,0.573,2,0,0.577,4.1,21.42,0
KL101942,DE,Social,Basic,52,5,196,30.23,0.209,1,1,0.42,4.2,57.44,0
KL101943,DE,Paid Search,Basic,4,2,159,37.62,0.283,2,2,0.445,4.7,28.59,1
KL101944,CH,Organic,Plus,17,10,124,32.81,0.279,1,0,0.171,3.6,124.68,0
KL101945,Other,Organic,Plus,29,5,113,36.25,0.456,4,2,0.701,3.7,68.88,0
KL101946,DE,Social,Basic,2,1,185,33.02,0.687,5,0,0.244,5.0,12.55,0
KL101947,Other,Organic,Plus,51,8,161,35.59,0.612,1,1,0.563,3.9,108.19,0
KL101948,DE,Paid Search,Basic,33,3,198,13.05,0.585,3,0,0.57,4.4,14.88,0
KL101949,Other,Paid Search,Premium,2,10,117,70.17,,4,1,0.622,3.5,266.65,0
KL101950,Other,Organic,Premium,54,7,155,58.83,0.375,4,1,0.275,4.5,156.49,0
KL101951,DE,Referral,Plus,7,2,208,49.04,0.541,0,1,0.337,4.1,37.27,1
KL101952,CH,Social,Basic,34,1,236,24.41,0.133,1,2,0.699,4.7,9.28,1
KL101953,Other,Paid Search,Basic,49,5,158,37.13,0.607,6,1,0.285,,70.55,0
KL101954,CH,Social,Premium,17,8,151,67.04,0.603,1,1,0.515,3.7,203.8,0
KL101955,Other,Paid Search,Basic,2,2,160,22.41,0.667,1,2,0.189,4.5,17.03,0
KL101956,DE,Social,Plus,41,8,113,32.2,0.284,2,1,0.647,4.7,97.89,0
KL101957,DE,Organic,Premium,72,12,164,63.14,0.596,1,0,0.671,3.8,287.92,0
KL101958,CH,Paid Search,Plus,11,2,258,42.45,0.205,0,1,0.592,5.0,32.26,1
KL101959,DE,Organic,Plus,9,6,179,36.87,0.601,4,0,0.149,4.9,84.06,0
KL101960,DE,Paid Search,Plus,5,4,177,31.66,0.141,0,3,0.498,3.6,48.12,1
KL101961,DE,Paid Search,Premium,30,7,148,63.17,0.249,0,0,0.266,4.1,168.03,0
KL101962,DE,Organic,Basic,18,3,239,40.29,0.42,2,0,0.157,4.9,45.93,0
KL101963,DE,Referral,Premium,3,5,44,66.98,0.861,2,2,0.228,4.4,127.26,0
KL101964,AT,Organic,Basic,6,1,292,22.82,0.837,3,0,0.492,4.1,8.67,1
KL101965,DE,Organic,Plus,8,2,207,43.17,0.366,2,0,0.532,3.2,32.81,0
KL101966,AT,Paid Search,Premium,1,3,107,70.04,0.568,3,1,0.536,5.0,79.85,0
KL101967,CH,Paid Search,Plus,15,3,282,34.59,0.326,1,1,0.402,4.7,39.43,1
KL101968,DE,Organic,Basic,3,5,96,25.94,0.633,5,0,0.461,4.5,49.29,0
KL101969,DE,Paid Search,Basic,20,3,117,26.82,0.569,4,1,0.233,3.4,30.57,0
KL101970,DE,Social,Plus,8,6,141,38.79,0.828,3,0,0.677,4.9,88.44,0
KL101971,Other,Organic,Plus,6,3,190,32.14,0.281,0,0,0.273,4.3,36.64,0
KL101972,AT,Referral,Basic,13,1,254,33.29,0.323,1,0,0.229,3.8,12.65,1
KL101973,DE,Organic,Premium,2,4,176,48.15,0.306,2,2,0.393,2.9,73.19,1
KL101974,DE,Social,Premium,5,7,136,59.73,,2,1,0.564,4.5,158.88,0
KL101975,DE,Organic,Premium,4,11,121,59.19,0.294,0,0,0.291,5.0,247.41,0
KL101976,DE,Social,Plus,38,7,153,37.53,0.571,2,0,0.406,5.0,99.83,0
KL101977,Other,Social,Premium,35,5,230,76.68,0.468,4,0,0.148,4.5,145.69,0
KL101978,AT,Organic,Premium,9,8,193,62.53,0.337,2,2,0.171,3.8,190.09,0
KL101979,DE,Organic,Basic,2,4,167,36.52,0.24,0,0,0.194,4.7,55.51,0
KL101980,CH,Organic,Premium,24,4,176,66.07,0.333,1,1,0.281,4.2,100.43,0
KL101981,DE,Organic,Plus,12,6,107,45.58,0.4,2,1,0.485,3.8,103.92,0
KL101982,CH,Referral,Premium,8,8,178,62.63,0.619,3,0,0.465,3.8,190.4,0
KL101983,DE,Paid Search,Plus,5,5,178,47.79,0.266,1,0,0.173,4.4,90.8,0
KL101984,DE,Paid Search,Plus,7,3,210,37.07,0.738,1,0,0.477,,42.26,1
KL101985,Other,Referral,Basic,51,6,194,24.44,0.887,3,3,0.337,3.7,55.72,0
KL101986,DE,Social,Basic,18,1,266,23.84,0.489,1,0,0.162,4.1,9.06,1
KL101987,AT,Social,Basic,14,3,182,19.63,0.069,1,2,0.427,3.7,22.38,1
KL101988,Other,Organic,Plus,16,4,190,41.83,0.445,2,0,0.252,4.2,63.58,0
KL101989,DE,Organic,Premium,2,4,243,71.94,0.527,4,0,0.274,4.7,109.35,0
KL101990,DE,Organic,Basic,36,3,190,25.29,0.04,0,0,0.399,,28.83,0
KL101991,AT,Paid Search,Basic,11,2,201,21.61,0.166,0,3,0.245,,16.42,1
KL101992,DE,Paid Search,Plus,30,9,240,57.6,0.145,1,1,0.244,4.2,196.99,0
KL101993,DE,Organic,Basic,10,3,194,24.88,0.049,0,2,0.056,3.3,28.36,1
KL101994,DE,Paid Search,Basic,13,1,273,33.85,0.597,1,0,0.103,4.9,12.86,0
KL101995,AT,Paid Search,Basic,13,3,176,28.04,0.181,0,2,0.408,4.6,31.97,0
KL101996,DE,Organic,Plus,1,1,196,50.61,0.099,0,0,0.288,4.2,19.23,1
KL101997,DE,Organic,Plus,8,4,118,41.59,0.594,1,0,0.726,3.9,63.22,0
KL101998,CH,Paid Search,Premium,2,3,217,64.61,0.284,0,1,0.601,4.3,73.66,1
KL101999,DE,Paid Search,Basic,66,3,221,27.54,0.359,2,0,0.105,5.0,31.4,0
KL102000,CH,Social,Basic,12,3,199,25.96,0.442,3,1,0.239,4.2,29.59,1
KL102001,DE,Social,Plus,27,6,188,42.5,0.233,0,2,0.364,4.0,96.9,0
KL102002,Other,Organic,Premium,23,11,163,58.84,0.763,2,1,0.449,3.2,245.95,0
KL102003,AT,Organic,Basic,14,2,152,31.97,0.479,0,1,0.038,3.8,24.3,0
KL102004,DE,Organic,Premium,30,7,166,86.7,0.465,4,0,0.159,4.8,230.62,0
KL102005,CH,Organic,Plus,32,5,238,34.52,0.318,1,3,0.134,2.9,65.59,1
KL102006,DE,Paid Search,Premium,19,5,170,67.53,0.533,3,0,0.31,4.3,128.31,0
KL102007,DE,Referral,Basic,4,2,156,28.13,0.442,2,2,0.589,3.7,21.38,1
KL102008,DE,Organic,Basic,10,1,250,18.94,0.794,2,1,0.189,3.7,7.2,0
KL102009,AT,Organic,Basic,7,1,217,34.25,0.754,2,4,0.447,3.3,13.02,1
KL102010,DE,Social,Plus,61,5,179,38.45,0.385,0,0,0.506,4.8,73.06,0
KL102011,DE,Paid Search,Premium,4,4,174,59.5,0.383,1,0,0.486,5.0,90.44,0
KL102012,DE,Organic,Basic,19,5,212,38.94,0.661,5,1,0.278,4.5,73.99,0
KL102013,DE,Organic,Basic,31,6,153,25.27,0.672,2,1,0.278,3.7,57.62,0
KL102014,DE,Referral,Basic,8,3,247,37.34,0.798,1,1,0.628,4.3,42.57,0
KL102015,DE,Organic,Plus,2,3,199,46.32,0.224,2,3,0.655,3.4,52.8,1
KL102016,DE,Paid Search,Premium,7,4,223,65.76,0.522,2,2,0.189,4.2,99.96,1
KL102017,DE,Social,Basic,11,8,187,33.09,0.424,2,0,0.248,,100.59,0
KL102018,DE,Organic,Plus,5,4,147,48.29,0.245,0,0,0.046,3.8,73.4,0
KL102019,DE,Social,Plus,11,3,213,40.6,0.383,2,0,0.119,4.4,46.28,1
KL102020,AT,Organic,Premium,21,12,115,62.06,0.405,1,1,0.449,4.5,282.99,0
KL102021,DE,Organic,Plus,30,3,219,48.86,0.487,0,1,0.096,4.1,55.7,0
KL102022,DE,Organic,Basic,2,1,210,50.23,0.455,2,1,0.166,4.5,19.09,1
KL102023,DE,Referral,Plus,21,8,90,29.03,0.372,1,3,0.318,2.4,88.25,0
KL102024,DE,Organic,Plus,14,5,208,33.08,0.41,1,1,0.332,3.8,62.85,1
KL102025,DE,Organic,Premium,17,6,94,57.29,0.244,0,3,0.315,3.9,130.62,0
KL102026,CH,Referral,Plus,9,4,193,39.4,0.575,3,0,0.204,3.9,59.89,0
KL102027,DE,Organic,Basic,61,8,222,20.2,0.719,0,1,0.543,4.1,61.41,0
KL102028,DE,Social,Plus,2,4,237,46.9,0.781,5,0,0.282,,71.29,1
KL102029,DE,Social,Plus,6,3,210,30.42,0.317,0,0,0.129,,34.68,0
KL102030,DE,Paid Search,Basic,8,3,178,24.58,0.578,3,0,0.083,3.8,28.02,1
KL102031,DE,Social,Premium,15,3,194,61.04,0.106,0,1,0.498,4.0,69.59,1
KL102032,DE,Social,Basic,59,5,217,35.96,0.633,0,0,0.452,4.4,68.32,0
